record_id,id_id,id_n_id,id_time,id_meter_id,id_stand_energy_kirim,KwH,KwH per Hari,id_stand_energy_terima,id_v1,id_v2,id_v3,id_i1,id_i2,id_i3,id_frequency,id_power_factor,id_create_date,updated_at,created_at,reactive_energy_import,reactive_energy_export,apparent_energy_import,apparent_energy_export,rssi,lokasi,resample_date,data_points_count,building,category,system_type,level,meter_id,description,source_file,file_path,processed_ts
1,604978.0,38.0,1/1/2024,251400251.0,54244195.61,5424.42,,24058.0,227.754386,227.1403509,229.2719298,0.0,4.447368421,3.087719298,50.00552632,0.757701754,1/1/2024 23:49,1/1/2024 23:49,1/1/2024 23:49,12788098.68,6683448.974,68576595.04,76879.0,-118.1578947,85.0,1/1/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
2,608761.0,38.0,1/2/2024,251400251.0,54717717.31,5471.77,47.35,24058.0,226.5865385,225.875,228.2211538,2.471153846,6.75,5.182692308,50.00596154,0.729842308,1/2/2024 22:29,1/2/2024 22:29,1/2/2024 22:29,12797682.8,6744320.981,69150680.63,76879.0,-119.7884615,85.0,1/2/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
3,615702.0,38.0,1/3/2024,251400251.0,55482400.0,5548.24,76.47,24058.0,230.0,229.5714286,231.7142857,0.0,2.857142857,1.0,50.02571429,0.502442857,1/3/2024 23:49,1/3/2024 23:49,1/3/2024 23:49,12814112.57,6843594.857,70172776.71,76879.0,-116.8571429,85.0,1/3/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
4,615926.0,38.0,1/4/2024,251400251.0,55805108.94,5580.51,32.27,24058.0,226.8943089,226.0081301,228.1219512,2.422764228,7.18699187,4.804878049,50.00422764,0.812077236,1/4/2024 23:49,1/4/2024 23:49,1/4/2024 23:49,12819971.2,6876715.846,70584829.98,76879.0,-117.9105691,85.0,1/4/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
5,619386.0,38.0,1/5/2024,251400251.0,56267455.47,5626.75,46.23,24058.0,227.1171875,226.6640625,228.609375,2.3359375,4.3203125,3.7578125,50.01132813,0.506794531,1/5/2024 23:49,1/5/2024 23:49,1/5/2024 23:49,12826969.18,6944277.055,71216446.32,76879.0,-119.671875,85.0,1/5/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
6,623069.0,38.0,1/6/2024,251400251.0,56509172.81,5650.92,24.17,24058.0,228.8596491,228.5614035,230.5,0.0,0.421052632,2.377192982,50.02096491,0.441300877,1/6/2024 23:49,1/6/2024 23:49,1/6/2024 23:49,12829149.25,7026511.842,71594596.88,76879.0,-119.9122807,85.0,1/6/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
7,626675.0,38.0,1/7/2024,251400251.0,56641569.7,5664.16,13.24,24058.0,228.7878788,228.4393939,230.530303,0.0,1.681818182,1.53030303,50.01878788,0.490012121,1/7/2024 23:39,1/7/2024 23:39,1/7/2024 23:39,12832757.79,7095867.394,71788123.42,76879.0,-120.3636364,85.0,1/7/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
8,630433.0,38.0,1/8/2024,251400251.0,56943438.89,5694.34,30.19,24058.0,225.9222222,225.2777778,227.5,2.644444444,5.577777778,3.788888889,50.01244444,0.578102222,1/8/2024 23:49,1/8/2024 23:49,1/8/2024 23:49,12836806.07,7190467.478,72242535.2,76879.0,-120.0444444,85.0,1/8/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
9,634300.0,38.0,1/9/2024,251400251.0,57241820.34,5724.18,29.84,24058.0,226.4745763,225.8474576,228.0,2.423728814,4.288135593,4.169491525,50.01101695,0.549242373,1/9/2024 23:49,1/9/2024 23:49,1/9/2024 23:49,12840872.46,7246442.525,72658655.59,76879.0,-119.2711864,85.0,1/9/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
10,638000.0,38.0,1/10/2024,251400251.0,57698212.5,5769.82,45.64,24058.0,227.0625,226.4375,228.734375,2.265625,3.6875,3.5,50.021875,0.473664062,1/10/2024 23:29,1/10/2024 23:29,1/10/2024 23:29,12846356.94,7323560.031,73284725.73,76879.0,-119.375,85.0,1/10/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
11,642366.0,38.0,1/11/2024,251400251.0,58156028.47,5815.6,45.78,24058.0,229.0072993,228.7372263,230.7518248,0.927007299,2.467153285,1.96350365,50.01605839,0.434579562,1/11/2024 23:49,1/11/2024 23:49,1/11/2024 23:49,12853418.46,7401381.942,73935658.69,76879.0,-120.0364964,85.0,1/11/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
12,651501.0,38.0,1/12/2024,251400251.0,58476614.29,5847.66,32.06,24058.0,226.9183673,226.4081633,228.5510204,2.346938776,5.224489796,4.510204082,50.0044898,0.662022449,1/12/2024 14:29,1/12/2024 14:29,1/12/2024 14:29,12860329.98,7459667.224,74387943.8,76879.0,-120.122449,85.0,1/12/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
13,661407.0,38.0,1/13/2024,251400251.0,58847879.31,5884.79,37.13,24058.0,227.4827586,227.137931,228.6206897,0.0,0.0,5.793103448,50.00551724,0.818789655,1/13/2024 14:29,1/13/2024 14:29,1/13/2024 14:29,12864095.0,7554716.0,74897488.48,76879.0,-118.0344828,85.0,1/13/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
14,668983.0,38.0,1/14/2024,251400251.0,58993424.14,5899.34,14.55,24058.0,226.7931034,226.5517241,228.4827586,0.0,0.0,3.275862069,49.99965517,0.520675862,1/14/2024 14:29,1/14/2024 14:29,1/14/2024 14:29,12864095.0,7636770.207,75107259.41,76879.0,-119.1034483,85.0,1/14/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
15,679121.0,38.0,1/15/2024,251400251.0,59478802.78,5947.88,48.54,24058.0,227.75,227.0833333,229.4444444,2.138888889,5.861111111,3.75,50.0075,0.592211111,1/15/2024 23:49,1/15/2024 23:49,1/15/2024 23:49,12869206.75,7740998.25,75800714.42,76879.0,-118.8888889,85.0,1/15/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
16,682107.0,38.0,1/16/2024,251400251.0,59742820.0,5974.28,26.4,24058.0,228.14,227.7,229.7,1.16,4.08,3.32,50.0214,0.62981,1/16/2024 22:29,1/16/2024 22:29,1/16/2024 22:29,12873216.26,7787332.32,76162914.52,76879.0,-119.7,85.0,1/16/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
17,692249.0,38.0,1/17/2024,251400251.0,60426553.13,6042.66,68.37,24058.0,227.84375,227.40625,229.15625,1.5625,4.75,4.40625,50.02,0.6966875,1/17/2024 23:39,1/17/2024 23:39,1/17/2024 23:39,12881362.63,7891334.344,77099205.47,76879.0,-120.09375,85.0,1/17/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
18,700103.0,38.0,1/18/2024,251400251.0,60570599.17,6057.06,14.4,24058.0,226.5454545,226.0165289,228.3636364,2.958677686,5.173553719,4.338842975,50.03078512,0.424440909,1/18/2024 14:29,1/18/2024 14:29,1/18/2024 14:29,12883669.97,7930891.744,77307515.53,76879.0,-119.2231405,85.0,1/18/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
19,716687.0,38.0,1/19/2024,251400251.0,61126113.79,6112.61,55.55,24058.0,226.3448276,225.8448276,227.8275862,3.568965517,5.465517241,4.75862069,50.00275862,0.540287931,1/19/2024 22:29,1/19/2024 22:29,1/19/2024 22:29,12891220.12,8026377.983,78113884.55,76879.0,-119.4482759,85.0,1/19/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
20,731203.0,38.0,1/20/2024,251400251.0,61330511.43,6133.05,20.44,24058.0,226.5142857,226.1428571,227.4285714,0.0,0.8,6.057142857,50.00314286,0.840348571,1/20/2024 14:29,1/20/2024 14:29,1/20/2024 14:29,12892576.97,8101177.143,78429073.11,76879.0,-118.8285714,85.0,1/20/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
21,754891.0,38.0,1/21/2024,251400251.0,61630480.0,6163.05,30.0,24058.0,229.4,229.4,231.6,0.0,0.0,1.0,49.994,0.22436,1/21/2024 23:49,1/21/2024 23:49,1/21/2024 23:49,12893236.0,8224032.4,78812272.2,76879.0,-119.6,85.0,1/21/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
22,755507.0,38.0,1/22/2024,251400251.0,61696614.38,6169.66,6.61,24058.0,228.745098,228.6078431,230.5947712,0.22875817,1.326797386,1.503267974,50.02320261,0.336049673,1/22/2024 23:49,1/22/2024 23:49,1/22/2024 23:49,12894196.22,8244966.359,78911570.46,76879.0,-118.2222222,85.0,1/22/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
23,763516.0,38.0,1/23/2024,251400251.0,62252871.25,6225.29,55.63,24058.0,226.25,225.5625,227.9125,3.35,4.8,5.325,50.004375,0.531425,1/23/2024 23:39,1/23/2024 23:39,1/23/2024 23:39,12900914.1,8338030.238,79681133.74,76879.0,-117.95,85.0,1/23/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
24,769237.0,38.0,1/24/2024,251400251.0,62817595.13,6281.76,56.47,24058.0,226.8311688,226.2694805,228.474026,1.980519481,4.561688312,4.545454545,50.0149026,0.592594481,1/24/2024 23:39,1/24/2024 23:39,1/24/2024 23:39,12906931.72,8431892.097,80470963.27,76879.0,-118.6850649,85.0,1/24/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
25,786166.0,38.0,1/25/2024,251400251.0,63280211.49,6328.02,46.26,24058.0,227.0,226.5287356,228.6091954,2.724137931,4.471264368,5.0,50.01482759,0.583154023,1/25/2024 22:29,1/25/2024 22:29,1/25/2024 22:29,12917501.71,8503194.126,81096574.56,76879.0,-118.8045977,85.0,1/25/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
26,810684.0,38.0,1/26/2024,251400251.0,63710236.7,6371.02,43.0,24058.0,225.6605505,224.853211,227.0550459,3.944954128,5.935779817,7.596330275,50.01357798,0.651154128,1/26/2024 23:29,1/26/2024 23:29,1/26/2024 23:29,12923195.19,8581005.394,81694078.45,76879.0,-118.3669725,85.0,1/26/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
27,815663.0,38.0,1/27/2024,251400251.0,63986525.45,6398.65,27.63,24058.0,228.4727273,228.2545455,230.3090909,0.0,0.872727273,1.709090909,50.01272727,0.412309091,1/27/2024 23:39,1/27/2024 23:39,1/27/2024 23:39,12925994.91,8648241.527,82092094.82,76879.0,-119.4727273,85.0,1/27/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
28,819121.0,38.0,1/28/2024,251400251.0,64113365.22,6411.34,12.68,24058.0,227.826087,227.7681159,229.826087,0.0,0.710144928,2.434782609,50.00594203,0.521817391,1/28/2024 23:49,1/28/2024 23:49,1/28/2024 23:49,12927902.58,8719271.464,82271659.83,76879.0,-119.0724638,85.0,1/28/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
29,822926.0,38.0,1/29/2024,251400251.0,64337201.43,6433.72,22.38,24058.0,226.7714286,226.2,228.4428571,2.685714286,4.328571429,4.828571429,50.01385714,0.513481429,1/29/2024 23:49,1/29/2024 23:49,1/29/2024 23:49,12930159.91,8789556.843,82583370.37,76879.0,-118.5857143,85.0,1/29/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
30,826640.0,38.0,1/30/2024,251400251.0,64821920.34,6482.19,48.47,24058.0,227.6271186,227.1186441,229.3559322,1.254237288,3.355932203,2.305084746,50.01271186,0.445071186,1/30/2024 22:19,1/30/2024 22:19,1/30/2024 22:19,12935402.42,8864562.373,83256000.39,76879.0,-119.0338983,85.0,1/30/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
31,831571.0,38.0,1/31/2024,251400251.0,65358992.96,6535.9,53.71,24058.0,226.9295775,226.4507042,228.5774648,3.61971831,5.929577465,5.661971831,50.01549296,0.657583099,1/31/2024 23:49,1/31/2024 23:49,1/31/2024 23:49,12942586.31,8948485.07,84006619.76,76879.0,-117.6197183,85.0,1/31/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
32,834372.0,38.0,2/1/2024,251400251.0,65658989.71,6565.9,30.0,24058.0,226.4558824,226.0735294,228.3676471,2.455882353,4.588235294,3.705882353,50.00132353,0.571463235,2/1/2024 23:49,2/1/2024 23:49,2/1/2024 23:49,12948833.72,9001300.618,84429401.94,76879.0,-118.9411765,85.0,2/1/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
33,838393.0,38.0,2/2/2024,251400251.0,66170374.75,6617.04,51.14,24058.0,227.6565657,227.3434343,229.3737374,2.393939394,4.535353535,5.161616162,50.02131313,0.68839798,2/2/2024 22:29,2/2/2024 22:29,2/2/2024 22:29,12955427.2,9084858.939,85144654.89,76879.0,-118.2020202,85.0,2/2/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
34,843375.0,38.0,2/3/2024,251400251.0,66492775.76,6649.28,32.24,24058.0,228.2121212,227.8484848,229.6060606,0.0,2.606060606,2.818181818,50.02030303,0.670633333,2/3/2024 14:29,2/3/2024 14:29,2/3/2024 14:29,12960135.7,9158407.485,85586239.52,76879.0,-117.8484848,85.0,2/3/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
35,847179.0,38.0,2/4/2024,251400251.0,66764325.0,6676.43,27.15,24058.0,227.21875,227.03125,228.890625,0.0,1.203125,2.8125,50.01421875,0.580703125,2/4/2024 22:29,2/4/2024 22:29,2/4/2024 22:29,12966455.02,9251944.922,85932113.39,76879.0,-117.921875,85.0,2/4/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
36,852246.0,38.0,2/5/2024,251400251.0,67251522.03,6725.15,48.72,24058.0,228.6779661,228.2542373,230.3898305,0.762711864,2.644067797,2.694915254,50.01762712,0.536005085,2/5/2024 23:39,2/5/2024 23:39,2/5/2024 23:39,12972827.51,9345770.932,86598835.29,76879.0,-116.3898305,85.0,2/5/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
37,854463.0,38.0,2/6/2024,251400251.0,67446697.03,6744.67,19.52,24058.0,228.6435644,228.3564356,230.5841584,0.356435644,3.267326733,1.663366337,50.01960396,0.571217822,2/6/2024 23:49,2/6/2024 23:49,2/6/2024 23:49,12976630.09,9387640.396,86871210.61,76879.0,-116.8811881,85.0,2/6/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
38,859719.0,38.0,2/7/2024,251400251.0,67816707.35,6781.67,37.0,24058.0,226.0882353,225.6029412,227.8970588,2.985294118,4.426470588,4.294117647,50.01911765,0.485663235,2/7/2024 23:49,2/7/2024 23:49,2/7/2024 23:49,12982853.1,9458496.588,87394972.29,76879.0,-116.3088235,85.0,2/7/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
39,863427.0,38.0,2/8/2024,251400251.0,68124112.28,6812.41,30.74,24058.0,228.3859649,228.245614,230.1842105,0.0,0.035087719,1.885964912,50.03745614,0.272647368,2/8/2024 23:29,2/8/2024 23:29,2/8/2024 23:29,12986479.88,9542270.623,87853754.12,76879.0,-116.0175439,85.0,2/8/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
40,867445.0,38.0,2/9/2024,251400251.0,68209232.71,6820.92,8.51,24058.0,228.2242991,228.0560748,229.9345794,0.0,0.0,2.897196262,50.02205607,0.426643925,2/9/2024 23:49,2/9/2024 23:49,2/9/2024 23:49,12986495.0,9616056.243,88002047.23,76879.0,-116.8785047,85.0,2/9/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
41,871300.0,38.0,2/10/2024,251400251.0,68310042.47,6831.0,10.08,24058.0,228.1369863,227.9863014,229.9178082,0.0,0.0,2.97260274,50.02986301,0.514639726,2/10/2024 14:29,2/10/2024 14:29,2/10/2024 14:29,12986495.0,9688071.479,88164089.19,76879.0,-117.5753425,85.0,2/10/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
42,876307.0,38.0,2/11/2024,251400251.0,68404059.09,6840.41,9.4,24058.0,226.9772727,226.7045455,228.3636364,0.0,0.636363636,3.772727273,50.00795455,0.609515909,2/11/2024 16:29,2/11/2024 16:29,2/11/2024 16:29,12986517.34,9787348.727,88347369.45,76879.0,-116.0681818,85.0,2/11/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
43,877936.0,38.0,2/12/2024,251400251.0,69001152.46,6900.12,59.71,24058.0,227.5245902,226.9180328,229.3606557,2.754098361,6.950819672,6.852459016,50.02196721,0.720095082,2/12/2024 23:49,2/12/2024 23:49,2/12/2024 23:49,12996476.28,9880921.016,89108378.43,76879.0,-116.1147541,85.0,2/12/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
44,880257.0,38.0,2/13/2024,251400251.0,69410138.89,6941.01,40.9,24058.0,227.3425926,226.6388889,228.9814815,2.453703704,5.185185185,4.777777778,50.02314815,0.582859259,2/13/2024 23:39,2/13/2024 23:39,2/13/2024 23:39,13003973.76,9936075.417,89633624.98,76879.0,-119.7037037,85.0,2/13/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
45,884325.0,38.0,2/14/2024,251400251.0,69758797.52,6975.88,34.87,24058.0,228.322314,228.0413223,229.9090909,0.0,0.380165289,2.884297521,50.01115702,0.48491157,2/14/2024 23:49,2/14/2024 23:49,2/14/2024 23:49,13008012.6,10018840.48,90109502.78,76879.0,-120.0413223,85.0,2/14/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
46,888570.0,38.0,2/15/2024,251400251.0,70073765.04,7007.38,31.5,24058.0,226.8617886,226.1463415,228.6422764,2.609756098,5.829268293,5.056910569,50.01699187,0.662087805,2/15/2024 23:49,2/15/2024 23:49,2/15/2024 23:49,13011902.59,10099600.74,90548574.05,76879.0,-119.8943089,85.0,2/15/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
47,892688.0,38.0,2/16/2024,251400251.0,70453313.64,7045.33,37.95,24058.0,229.5,229.2045455,231.4318182,0.0,1.977272727,1.022727273,50.015,0.449047727,2/16/2024 23:49,2/16/2024 23:49,2/16/2024 23:49,13016925.55,10164502.48,91069039.07,76879.0,-118.4318182,85.0,2/16/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
48,896592.0,38.0,2/17/2024,251400251.0,70822482.19,7082.25,36.92,24058.0,228.4931507,228.2876712,230.0547945,0.0,0.0,3.739726027,50.01246575,0.59089589,2/17/2024 23:39,2/17/2024 23:39,2/17/2024 23:39,13021007.0,10258676.67,91613365.22,76879.0,-119.4931507,85.0,2/17/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
49,900702.0,38.0,2/18/2024,251400251.0,70959747.83,7095.97,13.73,24058.0,227.6956522,227.5362319,229.2753623,0.0,0.0,4.956521739,50.01782609,0.557676812,2/18/2024 14:29,2/18/2024 14:29,2/18/2024 14:29,13021007.0,10344177.88,91817097.09,76879.0,-119.8695652,85.0,2/18/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
50,905841.0,38.0,2/19/2024,251400251.0,71519654.55,7151.97,55.99,24058.0,226.4155844,225.7012987,228.0779221,3.025974026,7.87012987,4.636363636,50.01571429,0.746781818,2/19/2024 23:29,2/19/2024 23:29,2/19/2024 23:29,13029297.6,10445755.19,92530330.13,76879.0,-118.2467532,85.0,2/19/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
51,908808.0,38.0,2/20/2024,251400251.0,71796215.28,7179.62,27.66,24058.0,226.4305556,225.9722222,228.2916667,2.347222222,4.875,3.958333333,50.01763889,0.572394444,2/20/2024 23:39,2/20/2024 23:39,2/20/2024 23:39,13034995.5,10491345.4,92899864.64,76879.0,-119.5138889,85.0,2/20/2024,1.0,WITEL,AHU,AHU,L1,251400251,AHU L1,MDP 3. 1_Wittel_AHU L1.csv,project/data/raw/gedung_witel/ahu\MDP 3. 1_Wittel_AHU L1.csv,2025-08-07 17:56:41
